Paired evolution matrix comparison
Baseline: cand-private-food-floor-v16 (9 runs)
Candidate: cand-production-tool-tier-v18 (9 runs)
Matched by seed+years+repeat: 9; unmatched B/C: 0/0
Configuration: matched
Civilization index: declared-same; Both artifacts declare the same civilization-index formula version.

10 years (3 matched pairs)
Engine-comparable numeric metrics:
  finalPopulation: B med/mean 7/7.33; C 7/8; paired Δ med/mean +1/+0.67 (3 pairs)
  interruptImmediateSameProjectReplacements: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completedActions: B med/mean 1602/1686.33; C 1780/1687.67; paired Δ med/mean +82/+1.33 (3 pairs)
  actionPersonMonths: B med/mean 856/982.33; C 923/994; paired Δ med/mean +67/+11.67 (3 pairs)
  projectActionPersonMonths: B med/mean 108/105; C 90/103.67; paired Δ med/mean +2/-1.33 (3 pairs)
  projectActionMonthShare: B med/mean 8.01/11.14; C 8.6/10.76; paired Δ med/mean -0.66/-0.38 (3 pairs)
  ruleDecisions: B med/mean 3136/2846.33; C 2872/2974.67; paired Δ med/mean +227/+128.33 (3 pairs)
  modelDecisions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  outputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  strategicShare: B med/mean 19.71/29.65; C 16.02/26.81; paired Δ med/mean -3.52/-2.84 (3 pairs)
  strategicIntents: B med/mean 645/834.33; C 379/807.33; paired Δ med/mean +51/-27 (3 pairs)
  socialIntents: B med/mean 1501/1826.67; C 1687/1905.33; paired Δ med/mean +176/+78.67 (3 pairs)
  communications: B med/mean 491/628.33; C 592/645; paired Δ med/mean +33/+16.67 (3 pairs)
  survivalReflexActions: B med/mean 1084/903.33; C 1085/973.33; paired Δ med/mean +1/+70 (3 pairs)
  projectsStarted: B med/mean 32/33.33; C 28/29; paired Δ med/mean -5/-4.33 (3 pairs)
  projectsCompleted: B med/mean 15/18; C 14/14.67; paired Δ med/mean -2/-3.33 (3 pairs)
  projectsBlocked: B med/mean 13/14; C 12/12.67; paired Δ med/mean -1/-1.33 (3 pairs)
  projectPressureBasisProjects: B med/mean 32/33.33; C 28/29; paired Δ med/mean -5/-4.33 (3 pairs)
  projectPressureBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectPressureHistoryEntries: B med/mean 514/463.67; C 482/415.33; paired Δ med/mean -32/-48.33 (3 pairs)
  projectsWithPressureUpdates: B med/mean 30/32.33; C 28/28.33; paired Δ med/mean -4/-4 (3 pairs)
  projectPressureUpdates: B med/mean 482/430.33; C 455/386.33; paired Δ med/mean -27/-44 (3 pairs)
  projectPressureIncreases: B med/mean 60/61; C 52/54.33; paired Δ med/mean -8/-6.67 (3 pairs)
  projectPressureDecreases: B med/mean 72/77.33; C 54/64.33; paired Δ med/mean -18/-13 (3 pairs)
  projectPressureUnchangedUpdates: B med/mean 264/292; C 273/267.67; paired Δ med/mean +9/-24.33 (3 pairs)
  projectPressureDuplicateBasisEntries: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureCrossOwnerSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureNonThreatAnimalSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureChangesWithoutEdgeChange: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureObserverMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesThermalSafety: B med/mean 11/12.33; C 26/20; paired Δ med/mean +8/+7.67 (3 pairs)
  projectPressureUpdatesHuntingSafety: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesCareCapability: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesFoodPreparation: B med/mean 8/5.67; C 7/7.67; paired Δ med/mean 0/+2 (3 pairs)
  projectPressureUpdatesShelterCapacity: B med/mean 24/21.33; C 13/14.67; paired Δ med/mean 0/-6.67 (3 pairs)
  projectPressureUpdatesKnowledgePreservation: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  projectProgressEvidenceCount: B med/mean 640/661.67; C 609/676; paired Δ med/mean +29/+14.33 (3 pairs)
  projectProgressProjects: B med/mean 27/28.67; C 25/26; paired Δ med/mean -2/-2.67 (3 pairs)
  projectLogisticsAdvanceProgress: B med/mean 489/510.67; C 441/524.33; paired Δ med/mean +44/+13.67 (3 pairs)
  projectMaterialContributionProgress: B med/mean 151/151; C 168/151.67; paired Δ med/mean 0/+0.67 (3 pairs)
  projectProgressDuplicateEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressUnresolvedEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEpisodeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressIntentMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressNonAdvancingLogistics: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEventsAfterTermination: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectStagnationBlocksWithRecentProgress: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectTerminalMonthCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectsBlockedAfterLogisticsProgress: B med/mean 11/9.67; C 11/10; paired Δ med/mean 0/+0.33 (3 pairs)
  projectSearchCampaigns: B med/mean 7/8; C 7/6.33; paired Δ med/mean +1/-1.67 (3 pairs)
  projectsWithSearchCampaigns: B med/mean 7/8; C 7/6; paired Δ med/mean 0/-2 (3 pairs)
  searchCampaignActive: B med/mean 0/0.67; C 1/1.33; paired Δ med/mean +1/+0.67 (3 pairs)
  searchCampaignExhausted: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  searchCampaignSuperseded: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  searchCampaignClosed: B med/mean 7/7.33; C 4/4.33; paired Δ med/mean -3/-3 (3 pairs)
  searchCampaignAttemptedTargets: B med/mean 48/50; C 42/54; paired Δ med/mean +1/+4 (3 pairs)
  searchCampaignMaxTargets: B med/mean 40/28; C 26/34; paired Δ med/mean 0/+6 (3 pairs)
  searchCampaignEpisodeCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  searchEpisodesMissingCampaign: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignRepeatedTargets: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignDuplicateBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignTargetOutsideArea: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignEpisodeTargetNotAttempted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignOwnerMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectLogisticsEpisodes: B med/mean 138/139.33; C 144/150; paired Δ med/mean +11/+10.67 (3 pairs)
  projectLogisticsFulfilled: B med/mean 132/131; C 140/143.67; paired Δ med/mean +10/+12.67 (3 pairs)
  projectLogisticsExhausted: B med/mean 5/5.33; C 2/4; paired Δ med/mean -1/-1.33 (3 pairs)
  projectSearchEpisodes: B med/mean 48/50; C 42/54; paired Δ med/mean +1/+4 (3 pairs)
  projectDropEpisodes: B med/mean 70/71.33; C 78/77.67; paired Δ med/mean +8/+6.33 (3 pairs)
  projectLogisticsActionEvents: B med/mean 575/594.33; C 538/614.33; paired Δ med/mean +42/+20 (3 pairs)
  jointProjectsCompleted: B med/mean 2/2.33; C 2/2.33; paired Δ med/mean 0/0 (3 pairs)
  productionProjectsCompleted: B med/mean 4/7.67; C 4/5.33; paired Δ med/mean 0/-2.33 (3 pairs)
  constructionProjectsCompleted: B med/mean 10/10.33; C 10/9.33; paired Δ med/mean -1/-1 (3 pairs)
  totalStructures: B med/mean 10/12; C 11/10; paired Δ med/mean -2/-2 (3 pairs)
  completedStructures: B med/mean 2/2.33; C 2/1.67; paired Δ med/mean -1/-0.67 (3 pairs)
  constructionPlacements: B med/mean 17/17; C 14/14; paired Δ med/mean -2/-3 (3 pairs)
  containersBuilt: B med/mean 2/2; C 2/1.67; paired Δ med/mean 0/-0.33 (3 pairs)
  standingContainers: B med/mean 2/2; C 2/1.67; paired Δ med/mean 0/-0.33 (3 pairs)
  containerTransfers: B med/mean 3/3.67; C 2/2; paired Δ med/mean 0/-1.67 (3 pairs)
  storedUnits: B med/mean 5/4.33; C 2/1.67; paired Δ med/mean -2/-2.67 (3 pairs)
  movementActions: B med/mean 2550/2087; C 2594/2113.67; paired Δ med/mean +44/+26.67 (3 pairs)
  movementActionShare: B med/mean 44.26/44.95; C 47.07/44.61; paired Δ med/mean +0.28/-0.34 (3 pairs)
  spearsCrafted: B med/mean 0/0.33; C 1/1.67; paired Δ med/mean +1/+1.33 (3 pairs)
  leatherClothingCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  herbalMedicineCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  cookedFoodProduced: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  recordsCreated: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  functionalInstitutions: B med/mean 1/2; C 2/2; paired Δ med/mean 0/0 (3 pairs)
  animalsHunted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  animalAttacks: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  wildlifePopulation: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dehydrationHibernations: B med/mean 12/11.67; C 17/14; paired Δ med/mean +2/+2.33 (3 pairs)
  assistedDependentHibernations: B med/mean 6/7.67; C 9/9.67; paired Δ med/mean +3/+2 (3 pairs)
  throughMonth: B med/mean 240/240; C 240/240; paired Δ med/mean 0/0 (3 pairs)
  initialPopulation: B med/mean 7/6.67; C 7/6.67; paired Δ med/mean 0/0 (3 pairs)
  completeRecordUseChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectCompletionChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectProgressChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  correctPredictions: B med/mean 0/0.67; C 0/0.67; paired Δ med/mean 0/0 (3 pairs)
  dropDemandActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandBalanceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandNonPositiveOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedExceedsOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedQuantity: B med/mean 84/81.67; C 92/87; paired Δ med/mean +7/+5.33 (3 pairs)
  dropDemandStartingAtOrAboveRequired: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandStartingQuantityMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferExceedsRequested: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferQuantity: B med/mean 81/77; C 89/82; paired Δ med/mean +7/+5 (3 pairs)
  dropDemandUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropEpisodesWithMaterialDemand: B med/mean 70/71.33; C 78/77.67; paired Δ med/mean +8/+6.33 (3 pairs)
  generationGtZeroCausalReliableLearners: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffOutcomeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffPairMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffSignatureMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffsWithEntityRoleBasis: B med/mean 43/43; C 45/44; paired Δ med/mean +3/+1 (3 pairs)
  hypothesisActionMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptOrdinalMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttempts: B med/mean 43/43; C 45/44; paired Δ med/mean +3/+1 (3 pairs)
  hypothesisAttemptsMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsWithEntityRoleBasis: B med/mean 43/43; C 45/44; paired Δ med/mean +3/+1 (3 pairs)
  hypothesisAttemptsWithRoleBasis: B med/mean 43/43; C 45/44; paired Δ med/mean +3/+1 (3 pairs)
  hypothesisBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaignMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaigns: B med/mean 19/21; C 19/19.67; paired Δ med/mean -1/-1.33 (3 pairs)
  hypothesisCandidateAttemptRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidates: B med/mean 235/252.67; C 234/237; paired Δ med/mean -1/-15.67 (3 pairs)
  hypothesisCandidatesMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesWithEntityRoleBasis: B med/mean 235/252.67; C 234/237; paired Δ med/mean -1/-15.67 (3 pairs)
  hypothesisCandidatesWithRoleBasis: B med/mean 235/252.67; C 234/237; paired Δ med/mean -1/-15.67 (3 pairs)
  hypothesisCombineAttempts: B med/mean 39/38; C 41/39.67; paired Δ med/mean +3/+1.67 (3 pairs)
  hypothesisCombineNoResponses: B med/mean 28/28; C 33/30; paired Δ med/mean +2/+2 (3 pairs)
  hypothesisCombineResponses: B med/mean 8/10; C 9/9.67; paired Δ med/mean +1/-0.33 (3 pairs)
  hypothesisConnectFlexibleLayersAttempts: B med/mean 2/3.33; C 3/4; paired Δ med/mean +1/+0.67 (3 pairs)
  hypothesisConnectFlexibleLayersCandidates: B med/mean 24/23.33; C 46/37.67; paired Δ med/mean +7/+14.33 (3 pairs)
  hypothesisConnectFlexibleLayersNoResponses: B med/mean 1/3; C 1/3.33; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisConnectFlexibleLayersResponses: B med/mean 0/0.33; C 0/0.67; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisConnectManipulatorShapesAttempts: B med/mean 39/34.67; C 33/35.67; paired Δ med/mean +2/+1 (3 pairs)
  hypothesisConnectManipulatorShapesCandidates: B med/mean 193/185.33; C 165/162.67; paired Δ med/mean -12/-22.67 (3 pairs)
  hypothesisConnectManipulatorShapesNoResponses: B med/mean 24/25; C 27/26.67; paired Δ med/mean +1/+1.67 (3 pairs)
  hypothesisConnectManipulatorShapesResponses: B med/mean 8/9.67; C 9/9; paired Δ med/mean +1/-0.67 (3 pairs)
  hypothesisDuplicateProjectPairs: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisDuplicateProjectSignatures: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExactEntityVerifiedResponseInputAttempts: B med/mean 2/1.67; C 2/2.33; paired Δ med/mean 0/+0.67 (3 pairs)
  hypothesisExactEntityVerifiedResponseToolAttempts: B med/mean 3/2.33; C 5/5; paired Δ med/mean +4/+2.67 (3 pairs)
  hypothesisExertAttempts: B med/mean 2/1.67; C 2/2; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisExertNoResponses: B med/mean 2/1.67; C 2/2; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisExertResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExertVerifiedResponseInputAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExertVerifiedResponseToolAttempts: B med/mean 0/0.33; C 0/0.67; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisExhaustedCampaigns: B med/mean 5/5.33; C 5/5.33; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExposeAttempts: B med/mean 2/3.33; C 2/2.33; paired Δ med/mean 0/-1 (3 pairs)
  hypothesisExposeNoResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExposeResponses: B med/mean 2/3.33; C 2/2.33; paired Δ med/mean 0/-1 (3 pairs)
  hypothesisFirstAttemptNoResponses: B med/mean 10/10.33; C 11/10.33; paired Δ med/mean +1/0 (3 pairs)
  hypothesisFirstAttemptResponses: B med/mean 9/10.67; C 7/8.33; paired Δ med/mean -2/-2.33 (3 pairs)
  hypothesisMaterialOnlyVerifiedResponseAttributionViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisMissingSourceKeys: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNonFiniteRoleScores: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponses: B med/mean 31/29.67; C 35/32; paired Δ med/mean +2/+2.33 (3 pairs)
  hypothesisOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisQuestionOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableKnowledgeViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableNoResponseExcessAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseDrivenTransitions: B med/mean 4/4; C 8/7.33; paired Δ med/mean +5/+3.33 (3 pairs)
  hypothesisResponses: B med/mean 10/13.33; C 11/12; paired Δ med/mean +1/-1.33 (3 pairs)
  hypothesisSeekLocalHeatAttempts: B med/mean 2/1.67; C 1/1.67; paired Δ med/mean 0/0 (3 pairs)
  hypothesisSeekLocalHeatCandidates: B med/mean 14/12.67; C 12/12.67; paired Δ med/mean 0/0 (3 pairs)
  hypothesisSeekLocalHeatNoResponses: B med/mean 2/1.67; C 1/1.67; paired Δ med/mean 0/0 (3 pairs)
  hypothesisSeekLocalHeatResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisShapePortableSurfaceAttempts: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisShapePortableSurfaceCandidates: B med/mean 0/0; C 0/4; paired Δ med/mean 0/+4 (3 pairs)
  hypothesisShapePortableSurfaceNoResponses: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisShapePortableSurfaceResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTotalBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatAttempts: B med/mean 2/3.33; C 2/2.33; paired Δ med/mean 0/-1 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatCandidates: B med/mean 18/31.33; C 22/20; paired Δ med/mean 0/-11.33 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatNoResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatResponses: B med/mean 2/3.33; C 2/2.33; paired Δ med/mean 0/-1 (3 pairs)
  hypothesisUniquePairs: B med/mean 31/31; C 34/35; paired Δ med/mean +2/+4 (3 pairs)
  hypothesisUniqueSignatures: B med/mean 31/31; C 34/35; paired Δ med/mean +2/+4 (3 pairs)
  hypothesisUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisUnresolvedActors: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisUnresolvedCampaigns: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisUnresolvedProjects: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisVerifiedResponses: B med/mean 6/6; C 8/7.33; paired Δ med/mean +1/+1.33 (3 pairs)
  incorrectPredictions: B med/mean 0/1; C 0/1; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityBasisProjects: B med/mean 11/16; C 13/13; paired Δ med/mean -1/-3 (3 pairs)
  inquiryOpportunityFailedProjects: B med/mean 5/5.67; C 4/5.33; paired Δ med/mean -1/-0.33 (3 pairs)
  inquiryOpportunityInheritedActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityInheritedFunctionMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityInheritedStatusMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityMaterialOnlyCommitmentAttributionViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalCommitmentActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalCommitmentFunctionMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalCommitmentInheritedStatusMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalCommitmentProjectCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalCommitmentProjects: B med/mean 1/1; C 1/0.67; paired Δ med/mean 0/-0.33 (3 pairs)
  inquiryOpportunityRenewalCommitmentSourceCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalFallbackBeforeCommitmentViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalFirstAttemptExactSourceCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalFirstCandidateExactSourceCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalHypothesisAttemptProjects: B med/mean 1/1; C 0/0.33; paired Δ med/mean 0/-0.67 (3 pairs)
  inquiryOpportunityRenewalHypothesisCandidateCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalHypothesisFirstAttemptCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalHypothesisProjects: B med/mean 1/1; C 1/0.67; paired Δ med/mean 0/-0.33 (3 pairs)
  inquiryOpportunityRenewalKeyMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityRenewalKeys: B med/mean 3/2; C 3/3; paired Δ med/mean 0/+1 (3 pairs)
  inquiryOpportunityRenewalProjects: B med/mean 1/1; C 1/0.67; paired Δ med/mean 0/-0.33 (3 pairs)
  inquiryOpportunityReopenWithoutRenewalViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunitySourceBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunitySourceBasisProjects: B med/mean 11/16; C 13/13; paired Δ med/mean -1/-3 (3 pairs)
  inquiryOpportunityTerminalBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityTerminalBasisProjects: B med/mean 5/5.67; C 4/5.33; paired Δ med/mean -1/-0.33 (3 pairs)
  inquiryOpportunityUnresolvedInheritedProjects: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inquiryOpportunityUnresolvedSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  preparedFoodExcessStoneTools: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  preparedFoodFiberDropEpisodes: B med/mean 0/0.33; C 0/0.33; paired Δ med/mean 0/0 (3 pairs)
  preparedFoodFiberEpisodesStartingAboveZero: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  preparedFoodMaxFiberRequestedQuantity: B med/mean 0/0.33; C 0/0.33; paired Δ med/mean 0/0 (3 pairs)
